Usuario,Fecha,Mes,Horas,Issue,Proyecto,Cuenta,IssueId,TempoWorklogId
6022a0ace7deee0069225fbd,2025-06-03,June 2025,1.0,TEM-14,TEMPO WORKLOAD,,,
605e40fd2f7d900070bce962,2025-06-03,June 2025,0.25,TEM-26,TEMPO WORKLOAD,,,
605e40fd2f7d900070bce962,2025-06-03,June 2025,1.0,TEM-26,TEMPO WORKLOAD,,,
605e40fd2f7d900070bce962,2025-06-03,June 2025,2.75,TEM-26,TEMPO WORKLOAD,,,
607829da95f6fc006aab9e92,2025-06-03,June 2025,0.25,TEM-19,TEMPO WORKLOAD,,,
607829da95f6fc006aab9e92,2025-06-03,June 2025,7.75,TEM-19,TEMPO WORKLOAD,,,
613fb383e057c6006a1ccade,2025-06-03,June 2025,8.0,TEM-8,TEMPO WORKLOAD,,182630.0,361507.0
613fb43fe6c39d00721944a0,2025-06-03,June 2025,1.0,TEM-13,TEMPO WORKLOAD,,,
613fb43fe6c39d00721944a0,2025-06-03,June 2025,2.0,TEM-13,TEMPO WORKLOAD,,,
61ddc1dcf3037f0069656c13,2025-06-03,June 2025,0.25,TEM-22,TEMPO WORKLOAD,,,
61ddc1dcf3037f0069656c13,2025-06-03,June 2025,1.0,TEM-24,TEMPO WORKLOAD,,,
61ddc1dcf3037f0069656c13,2025-06-03,June 2025,1.5,TEM-22,TEMPO WORKLOAD,,,
61ddc1dcf3037f0069656c13,2025-06-03,June 2025,2.0,TEM-24,TEMPO WORKLOAD,,,
61ddc1dcf3037f0069656c13,2025-06-03,June 2025,2.5,TEM-18,TEMPO WORKLOAD,,,
61e572d77ae0dc006a8b4e9b,2025-06-03,June 2025,8.0,TEM-15,TEMPO WORKLOAD,,,
6299079acd636500697d4701,2025-06-03,June 2025,8.0,TEM-21,TEMPO WORKLOAD,,,
62e433730b4bf7ad924bcbe5,2025-06-03,June 2025,7.0,TEM-41,TEM,,184296.0,381054.0
62e433730b4bf7ad924bcbe5,2025-06-03,June 2025,8.0,TEM-7,TEMPO WORKLOAD,,182629.0,360160.0
62fbd97aeec8d4a478d41a3b,2025-06-03,June 2025,1.0,TEM-18,TEMPO WORKLOAD,,,
62fbd97aeec8d4a478d41a3b,2025-06-03,June 2025,7.0,TEM-18,TEMPO WORKLOAD,,,
62fbddc8bb0704a2a808bd57,2025-06-03,June 2025,8.0,TEM-5,TEMPO WORKLOAD,,182627.0,358867.0
6310a8954fbe9c4bd0edf82a,2025-06-03,June 2025,0.25,TEM-19,TEMPO WORKLOAD,,,
6310a8954fbe9c4bd0edf82a,2025-06-03,June 2025,0.5,TEM-19,TEMPO WORKLOAD,,,
6310a8954fbe9c4bd0edf82a,2025-06-03,June 2025,3.0,TEM-23,TEMPO WORKLOAD,,,
6310a8954fbe9c4bd0edf82a,2025-06-03,June 2025,4.25,TEM-19,TEMPO WORKLOAD,,,
6310a896316bbc56c4249184,2025-06-03,June 2025,0.25,TEM-10,TEMPO WORKLOAD,,,
6310a896316bbc56c4249184,2025-06-03,June 2025,0.5,TEM-13,TEMPO WORKLOAD,,,
6310a896316bbc56c4249184,2025-06-03,June 2025,2.0,TEM-13,TEMPO WORKLOAD,,,
6310a896316bbc56c4249184,2025-06-03,June 2025,3.0,TEM-10,TEMPO WORKLOAD,,,
6310a8963e578bb3b5feb9f3,2025-06-03,June 2025,0.5,TEM-13,TEMPO WORKLOAD,,,
6310a8963e578bb3b5feb9f3,2025-06-03,June 2025,2.5,TEM-13,TEMPO WORKLOAD,,,
6310a8963e578bb3b5feb9f3,2025-06-03,June 2025,5.0,TEM-13,TEMPO WORKLOAD,,,
6310a8976856bdd60a9eddae,2025-06-03,June 2025,0.5,TEM-14,TEMPO WORKLOAD,,,
6310a8976856bdd60a9eddae,2025-06-03,June 2025,0.75,TEM-14,TEMPO WORKLOAD,,,
6310a8976856bdd60a9eddae,2025-06-03,June 2025,1.0,TEM-14,TEMPO WORKLOAD,,,
6310a8976856bdd60a9eddae,2025-06-03,June 2025,1.75,TEM-14,TEMPO WORKLOAD,,,
6310a8976856bdd60a9eddae,2025-06-03,June 2025,2.0,TEM-14,TEMPO WORKLOAD,,,
6310a898316bbc56c4249187,2025-06-03,June 2025,4.0,TEM-21,TEMPO WORKLOAD,,,
6324d3f3ce3e476e42ae2595,2025-06-03,June 2025,1.5,TEM-18,TEMPO WORKLOAD,,,
6324d3f3ce3e476e42ae2595,2025-06-03,June 2025,3.0,TEM-18,TEMPO WORKLOAD,,,
6324d3f3ce3e476e42ae2595,2025-06-03,June 2025,3.5,TEM-18,TEMPO WORKLOAD,,,
6356e77976b91b62562d4fea,2025-06-03,June 2025,6.0,TEM-26,TEMPO WORKLOAD,,,
63600fdb1cc605b1fd177862,2025-06-03,June 2025,1.0,TEM-28,TEMPO WORKLOAD,,,
63600fdb1cc605b1fd177862,2025-06-03,June 2025,2.0,TEM-28,TEMPO WORKLOAD,,,
63600fdb1cc605b1fd177862,2025-06-03,June 2025,5.0,TEM-17,TEMPO WORKLOAD,,,
636e3660c383ad842147234a,2025-06-03,June 2025,0.25,TEM-26,TEMPO WORKLOAD,,,
636e3660c383ad842147234a,2025-06-03,June 2025,3.75,TEM-26,TEMPO WORKLOAD,,,
637d1ac0f48fbd9b62d50fc3,2025-06-03,June 2025,8.0,TEM-7,TEMPO WORKLOAD,,182629.0,359547.0
63b6c257d3aeefa405443cf9,2025-06-03,June 2025,6.0,TEM-24,TEMPO WORKLOAD,,,
63d916c4bf837c6893d6fbad,2025-06-03,June 2025,9.0,TEM-7,TEMPO WORKLOAD,,182629.0,361340.0
63e1170728cddcc70773cbd6,2025-06-03,June 2025,1.5,TEM-14,TEMPO WORKLOAD,,,
63e1170728cddcc70773cbd6,2025-06-03,June 2025,2.5,TEM-14,TEMPO WORKLOAD,,,
63e1170728cddcc70773cbd6,2025-06-03,June 2025,3.5,TEM-14,TEMPO WORKLOAD,,,
64076b2b4d5e4b44e233faf6,2025-06-03,June 2025,6.0,TEM-26,TEMPO WORKLOAD,,,
6411cc617222b08f3e70f716,2025-06-03,June 2025,0.25,TEM-18,TEMPO WORKLOAD,,,
6411cc617222b08f3e70f716,2025-06-03,June 2025,0.5,TEM-18,TEMPO WORKLOAD,,,
6411cc617222b08f3e70f716,2025-06-03,June 2025,1.5,TEM-18,TEMPO WORKLOAD,,,
6411cc617222b08f3e70f716,2025-06-03,June 2025,3.75,TEM-18,TEMPO WORKLOAD,,,
70121:272d7cde-e8e4-4a3f-9333-8e1247180871,2025-06-03,June 2025,0.25,TEM-18,TEMPO WORKLOAD,,,
70121:272d7cde-e8e4-4a3f-9333-8e1247180871,2025-06-03,June 2025,0.5,TEM-18,TEMPO WORKLOAD,,,
70121:272d7cde-e8e4-4a3f-9333-8e1247180871,2025-06-03,June 2025,0.75,TEM-18,TEMPO WORKLOAD,,,
70121:272d7cde-e8e4-4a3f-9333-8e1247180871,2025-06-03,June 2025,1.0,TEM-18,TEMPO WORKLOAD,,,
70121:2c1e0513-4f21-4c96-adc1-8c318e30bc0e,2025-06-03,June 2025,0.5,TEM-5,TEMPO WORKLOAD,,,
70121:2c1e0513-4f21-4c96-adc1-8c318e30bc0e,2025-06-03,June 2025,2.5,TEM-28,TEMPO WORKLOAD,,,
70121:2c1e0513-4f21-4c96-adc1-8c318e30bc0e,2025-06-03,June 2025,3.0,TEM-7,TEMPO WORKLOAD,,,
70121:716f3beb-9b1e-4b9c-bb75-d5716c9878b0,2025-06-03,June 2025,1.0,TEM-17,TEMPO WORKLOAD,,,
70121:716f3beb-9b1e-4b9c-bb75-d5716c9878b0,2025-06-03,June 2025,2.0,TEM-17,TEMPO WORKLOAD,,,
70121:e997c5d5-1d6e-4973-80cb-28bfe7343a3f,2025-06-03,June 2025,0.25,TEM-27,TEMPO WORKLOAD,,,
70121:e997c5d5-1d6e-4973-80cb-28bfe7343a3f,2025-06-03,June 2025,0.75,TEM-28,TEMPO WORKLOAD,,,
70121:e997c5d5-1d6e-4973-80cb-28bfe7343a3f,2025-06-03,June 2025,1.0,TEM-15,TEMPO WORKLOAD,,,
70121:e997c5d5-1d6e-4973-80cb-28bfe7343a3f,2025-06-03,June 2025,2.75,TEM-15,TEMPO WORKLOAD,,,
712020:00e94d7a-1f49-4891-bbf9-a2bf827bd258,2025-06-03,June 2025,1.0,TEM-9,TEMPO WORKLOAD,,182631.0,358489.0
712020:00e94d7a-1f49-4891-bbf9-a2bf827bd258,2025-06-03,June 2025,2.5,TEM-9,TEMPO WORKLOAD,,182631.0,358494.0
712020:02ccfc0c-5c0f-4e48-8f91-fb3bb584a2dc,2025-06-03,June 2025,8.0,TEM-7,TEMPO WORKLOAD,,182629.0,359339.0
712020:05c80f08-99ab-4608-9ac1-8c3c43fbef01,2025-06-03,June 2025,0.5,TEM-25,TEMPO WORKLOAD,,,
712020:05c80f08-99ab-4608-9ac1-8c3c43fbef01,2025-06-03,June 2025,8.0,TEM-25,TEMPO WORKLOAD,,,
712020:11e8ce5a-06a7-43cf-9c5a-858eed6f0a07,2025-06-03,June 2025,8.0,TEM-5,TEMPO WORKLOAD,,182627.0,360046.0
712020:15482282-a769-4a4d-a4c2-0424a3a2e0d8,2025-06-03,June 2025,2.5,TEM-7,TEMPO WORKLOAD,,182629.0,362189.0
712020:15482282-a769-4a4d-a4c2-0424a3a2e0d8,2025-06-03,June 2025,3.0,TEM-8,TEMPO WORKLOAD,,182630.0,362175.0
712020:15482282-a769-4a4d-a4c2-0424a3a2e0d8,2025-06-03,June 2025,4.0,TEM-40,TEM,,184295.0,376914.0
712020:1e3eed0c-846c-4ebd-bec7-51d04bbb59c0,2025-06-03,June 2025,1.0,TEM-30,TEMPO WORKLOAD,,182761.0,360961.0
712020:267d13ec-de62-4d6f-95f6-db9acfb88e84,2025-06-03,June 2025,1.0,TEM-30,TEMPO WORKLOAD,,182761.0,360643.0
712020:2fd5ca9e-c92c-426e-b141-c27cdf46a539,2025-06-03,June 2025,6.0,TEM-7,TEMPO WORKLOAD,,182629.0,360184.0
712020:31918087-5a23-4883-b0d2-134f05828b32,2025-06-03,June 2025,0.5,TEM-14,TEMPO WORKLOAD,,,
712020:31918087-5a23-4883-b0d2-134f05828b32,2025-06-03,June 2025,3.0,TEM-14,TEMPO WORKLOAD,,,
712020:31918087-5a23-4883-b0d2-134f05828b32,2025-06-03,June 2025,4.5,TEM-14,TEMPO WORKLOAD,,,
712020:3268e7ac-2411-4ef8-a85a-d619f040639c,2025-06-03,June 2025,0.5,TEM-25,TEMPO WORKLOAD,,,
712020:3268e7ac-2411-4ef8-a85a-d619f040639c,2025-06-03,June 2025,2.0,TEM-25,TEMPO WORKLOAD,,,
712020:3268e7ac-2411-4ef8-a85a-d619f040639c,2025-06-03,June 2025,2.5,TEM-13,TEMPO WORKLOAD,,,
712020:3268e7ac-2411-4ef8-a85a-d619f040639c,2025-06-03,June 2025,3.0,TEM-25,TEMPO WORKLOAD,,,
712020:34c5700f-f485-4468-b4d7-06a7a3e2942b,2025-06-03,June 2025,4.0,TEM-7,TEMPO WORKLOAD,,182629.0,359095.0
712020:39d78a45-5732-4153-afaa-dc9227f4dfe3,2025-06-03,June 2025,2.0,TEM-8,TEMPO WORKLOAD,,182630.0,360481.0
712020:39d78a45-5732-4153-afaa-dc9227f4dfe3,2025-06-03,June 2025,3.0,TEM-7,TEMPO WORKLOAD,,182629.0,360480.0
712020:39d78a45-5732-4153-afaa-dc9227f4dfe3,2025-06-03,June 2025,8.0,TEM-38,TEM,,184293.0,379842.0
712020:448afbe2-d875-40e8-9541-835a59cdf0a7,2025-06-03,June 2025,8.0,TEM-7,TEMPO WORKLOAD,,182629.0,362230.0
712020:460f9b37-2b1d-4960-8575-5dc964940e8f,2025-06-03,June 2025,3.0,TEM-26,TEMPO WORKLOAD,,,
712020:50a28763-7675-4ba8-9f58-305b20af5172,2025-06-03,June 2025,8.0,TEM-7,TEMPO WORKLOAD,,182629.0,358550.0
712020:51261fb6-b689-4617-8eae-46a70a19df7c,2025-06-03,June 2025,6.0,TEM-9,TEMPO WORKLOAD,,182631.0,358592.0
712020:5912aa5b-0476-4091-834a-994381177d1a,2025-06-03,June 2025,0.25,TEM-18,TEMPO WORKLOAD,,,
712020:5912aa5b-0476-4091-834a-994381177d1a,2025-06-03,June 2025,0.5,TEM-18,TEMPO WORKLOAD,,,
712020:5912aa5b-0476-4091-834a-994381177d1a,2025-06-03,June 2025,0.75,TEM-18,TEMPO WORKLOAD,,,
712020:5912aa5b-0476-4091-834a-994381177d1a,2025-06-03,June 2025,1.0,TEM-18,TEMPO WORKLOAD,,,
712020:5912aa5b-0476-4091-834a-994381177d1a,2025-06-03,June 2025,1.5,TEM-1,TEMPO WORKLOAD,,,
712020:5e29a15d-dadb-41b1-bd51-d65cb73a9a3e,2025-06-03,June 2025,8.0,TEM-9,TEMPO WORKLOAD,,182631.0,362455.0
712020:5ee2f3fa-371b-4e6b-b912-594fc836bd92,2025-06-03,June 2025,4.0,TEM-2,TEMPO WORKLOAD,,182624.0,358959.0
712020:5ee2f3fa-371b-4e6b-b912-594fc836bd92,2025-06-03,June 2025,6.0,TEM-41,TEM,,184296.0,380995.0
712020:6b82bca4-7ae3-4417-b5b5-76024cf32617,2025-06-03,June 2025,0.5,TEM-22,TEMPO WORKLOAD,,,
712020:6b82bca4-7ae3-4417-b5b5-76024cf32617,2025-06-03,June 2025,1.0,TEM-22,TEMPO WORKLOAD,,,
712020:6b82bca4-7ae3-4417-b5b5-76024cf32617,2025-06-03,June 2025,2.0,TEM-22,TEMPO WORKLOAD,,,
712020:6b82bca4-7ae3-4417-b5b5-76024cf32617,2025-06-03,June 2025,2.5,TEM-22,TEMPO WORKLOAD,,,
712020:6c5881b3-26a9-4223-a18b-14414e7b9d3a,2025-06-03,June 2025,8.0,TEM-7,TEMPO WORKLOAD,,182629.0,359506.0
712020:76b2ab6b-f08d-4fef-9ced-52ff15fad7a0,2025-06-03,June 2025,0.3333,TEM-21,TEMPO WORKLOAD,,,
712020:76b2ab6b-f08d-4fef-9ced-52ff15fad7a0,2025-06-03,June 2025,1.0333,TEM-21,TEMPO WORKLOAD,,,
712020:76b2ab6b-f08d-4fef-9ced-52ff15fad7a0,2025-06-03,June 2025,2.0,TEM-27,TEMPO WORKLOAD,,,
712020:76b2ab6b-f08d-4fef-9ced-52ff15fad7a0,2025-06-03,June 2025,6.6333,TEM-21,TEMPO WORKLOAD,,,
712020:91b42101-19bb-498d-9942-8850a5540c96,2025-06-03,June 2025,0.5,TEM-25,TEMPO WORKLOAD,,,
712020:91b42101-19bb-498d-9942-8850a5540c96,2025-06-03,June 2025,2.0,TEM-25,TEMPO WORKLOAD,,,
712020:91b42101-19bb-498d-9942-8850a5540c96,2025-06-03,June 2025,5.5,TEM-25,TEMPO WORKLOAD,,,
712020:98295f35-86b1-4d23-a51b-30dbe7170d11,2025-06-03,June 2025,7.2,TEM-7,TEMPO WORKLOAD,,182629.0,361688.0
712020:a3240ec7-ccb7-4e31-81ed-5338bd11acc2,2025-06-03,June 2025,8.0,TEM-8,TEMPO WORKLOAD,,182630.0,358513.0
712020:a7ee73c4-a6b3-4a8b-b22b-97aa3edf3ff7,2025-06-03,June 2025,4.0,TEM-8,TEMPO WORKLOAD,,182630.0,358584.0
712020:a7ee73c4-a6b3-4a8b-b22b-97aa3edf3ff7,2025-06-03,June 2025,8.0,TEM-39,TEM,,184294.0,381739.0
712020:ab3c5ef0-a515-47fc-9cdd-3b5d0c219224,2025-06-03,June 2025,8.0,TEM-9,TEMPO WORKLOAD,,182631.0,361021.0
712020:b6588882-6f04-4ee1-8c9d-7bdd4569e704,2025-06-03,June 2025,8.0,TEM-25,TEMPO WORKLOAD,,,
712020:c24d4628-d885-44d1-8ec8-dd76d416436a,2025-06-03,June 2025,6.0,TEM-26,TEMPO WORKLOAD,,,
712020:c2d6f64b-7c18-4b58-9189-57c8823f4f64,2025-06-03,June 2025,8.0,TEM-5,TEMPO WORKLOAD,,182627.0,360026.0
712020:ca798410-124d-40e3-9954-420f35eb4d5c,2025-06-03,June 2025,7.2,TEM-7,TEMPO WORKLOAD,,182629.0,358603.0
712020:d1c53603-3e65-4881-b493-a128394d565e,2025-06-03,June 2025,9.0,TEM-7,TEMPO WORKLOAD,,182629.0,362087.0
712020:d26e58e6-874b-4243-ac4e-1d4cb867a542,2025-06-03,June 2025,8.0,TEM-8,TEMPO WORKLOAD,,,
712020:d6bab2e1-1616-4bfb-83a4-2be2aebf31ed,2025-06-03,June 2025,6.0,TEM-8,TEMPO WORKLOAD,,182630.0,358560.0
712020:d8a16146-bc5b-4c61-9c5d-af3eaddace2b,2025-06-03,June 2025,8.0,TEM-5,TEMPO WORKLOAD,,182627.0,360210.0
712020:e09a2eee-2fe3-41a8-8a9c-29acd2258249,2025-06-03,June 2025,2.0,TEM-8,TEMPO WORKLOAD,,182630.0,361234.0
712020:e09a2eee-2fe3-41a8-8a9c-29acd2258249,2025-06-03,June 2025,6.0,TEM-8,TEMPO WORKLOAD,,182630.0,361241.0
712020:f50b1e80-f1ef-440b-b954-716fbfdbc927,2025-06-03,June 2025,6.0,TEM-41,TEM,,184296.0,380932.0
712020:f50b1e80-f1ef-440b-b954-716fbfdbc927,2025-06-03,June 2025,8.0,TEM-9,TEMPO WORKLOAD,,182631.0,358825.0
712020:f518f4e7-7314-45a9-a3ef-723ad3fd6d7f,2025-06-03,June 2025,7.0,TEM-7,TEMPO WORKLOAD,,182629.0,358547.0
712020:f5cdecd9-64db-4d5e-b4a2-c8f4b7201212,2025-06-03,June 2025,8.0,TEM-7,TEMPO WORKLOAD,,182629.0,361158.0
712020:f71fff89-9283-4b8c-afc6-a4ccda67573c,2025-06-03,June 2025,8.0,TEM-7,TEMPO WORKLOAD,,182629.0,358538.0
557058:b0ab43f7-2329-4796-9a63-2abcf978b413,2025-06-04,June 2025,0.3333,TEM-26,TEMPO WORKLOAD,,,
557058:b0ab43f7-2329-4796-9a63-2abcf978b413,2025-06-04,June 2025,1.0,TEM-26,TEMPO WORKLOAD,,,
557058:c310fa79-8a55-492f-a2fe-6e69a7d7c4eb,2025-06-04,June 2025,0.25,TEM-19,TEMPO WORKLOAD,,,
557058:c310fa79-8a55-492f-a2fe-6e69a7d7c4eb,2025-06-04,June 2025,2.0,TEM-17,TEMPO WORKLOAD,,,
557058:c310fa79-8a55-492f-a2fe-6e69a7d7c4eb,2025-06-04,June 2025,5.75,TEM-19,TEMPO WORKLOAD,,,
5c5857d6036b380b84dc8212,2025-06-04,June 2025,0.5,TEM-31,TEMPO WORKLOAD,,,
5c5857d6036b380b84dc8212,2025-06-04,June 2025,1.0,TEM-28,TEMPO WORKLOAD,,,
5c5857d6036b380b84dc8212,2025-06-04,June 2025,4.5,TEM-28,TEMPO WORKLOAD,,,
5c8132a6e6e3160b9b6fd44d,2025-06-04,June 2025,1.0,TEM-13,TEMPO WORKLOAD,,,
5c8132a6e6e3160b9b6fd44d,2025-06-04,June 2025,2.0,TEM-13,TEMPO WORKLOAD,,,
5c8bd79686c36970e812b609,2025-06-04,June 2025,4.0,TEM-7,TEMPO WORKLOAD,,182629.0,360144.0
5c8bd79686c36970e812b609,2025-06-04,June 2025,8.0,TEM-38,TEM,,184293.0,379715.0
5c8bd7984c5068698da7b839,2025-06-04,June 2025,1.3833,TEM-5,TEMPO WORKLOAD,,,
5c8bd7984c5068698da7b839,2025-06-04,June 2025,5.8167,TEM-32,TEMPO WORKLOAD,,,
5d6fae7bab129d0c306da857,2025-06-04,June 2025,0.5,TEM-13,TEMPO WORKLOAD,,,
5d6fae7bab129d0c306da857,2025-06-04,June 2025,1.0,TEM-13,TEMPO WORKLOAD,,,
5d6fae7bab129d0c306da857,2025-06-04,June 2025,2.0,TEM-13,TEMPO WORKLOAD,,,
5dbc42d12757660db6144b56,2025-06-04,June 2025,0.25,TEM-17,TEMPO WORKLOAD,,,
5dbc42d12757660db6144b56,2025-06-04,June 2025,0.5,TEM-16,TEMPO WORKLOAD,,,
5dbc42d12757660db6144b56,2025-06-04,June 2025,0.75,TEM-13,TEMPO WORKLOAD,,,
5dbc42d12757660db6144b56,2025-06-04,June 2025,2.0,TEM-17,TEMPO WORKLOAD,,,
5dbc42d12757660db6144b56,2025-06-04,June 2025,3.0,TEM-17,TEMPO WORKLOAD,,,
5dea6ce9b95b180d17cfc7df,2025-06-04,June 2025,0.25,TEM-28,TEMPO WORKLOAD,,,
5dea6ce9b95b180d17cfc7df,2025-06-04,June 2025,0.5,TEM-28,TEMPO WORKLOAD,,,
5dea6ce9b95b180d17cfc7df,2025-06-04,June 2025,0.75,TEM-28,TEMPO WORKLOAD,,,
5dea6ce9b95b180d17cfc7df,2025-06-04,June 2025,1.0,TEM-26,TEMPO WORKLOAD,,,
5e0de9b99af3650e9e3ffc97,2025-06-04,June 2025,0.6667,TEM-14,TEMPO WORKLOAD,,,
5e0de9b99af3650e9e3ffc97,2025-06-04,June 2025,1.0,TEM-14,TEMPO WORKLOAD,,,
5e0de9b99af3650e9e3ffc97,2025-06-04,June 2025,2.3333,TEM-14,TEMPO WORKLOAD,,,
5e0de9b99af3650e9e3ffc97,2025-06-04,June 2025,4.0,TEM-14,TEMPO WORKLOAD,,,
5e751b85fad9000c325d9aae,2025-06-04,June 2025,8.0,TEM-8,TEMPO WORKLOAD,,182630.0,360410.0
5eb2db0fa4c57d0b8b13eecb,2025-06-04,June 2025,1.0,TEM-6,TEMPO WORKLOAD,,,
5eb2db0fa4c57d0b8b13eecb,2025-06-04,June 2025,2.0,TEM-28,TEMPO WORKLOAD,,,
5eb2e91b96bbcb0b857bfa58,2025-06-04,June 2025,0.5,TEM-14,TEMPO WORKLOAD,,,
5eb2e91b96bbcb0b857bfa58,2025-06-04,June 2025,1.5,TEM-14,TEMPO WORKLOAD,,,
5eb2e91b96bbcb0b857bfa58,2025-06-04,June 2025,5.25,TEM-14,TEMPO WORKLOAD,,,
5f03aab970b8a90025641824,2025-06-04,June 2025,0.25,TEM-26,TEMPO WORKLOAD,,,
5f03aab970b8a90025641824,2025-06-04,June 2025,1.0,TEM-15,TEMPO WORKLOAD,,,
5f03aab970b8a90025641824,2025-06-04,June 2025,1.75,TEM-26,TEMPO WORKLOAD,,,
5f03aab970b8a90025641824,2025-06-04,June 2025,2.0,TEM-15,TEMPO WORKLOAD,,,
5f45400afdc3f5003fee080b,2025-06-04,June 2025,0.75,TEM-14,TEMPO WORKLOAD,,,
5f45400afdc3f5003fee080b,2025-06-04,June 2025,1.25,TEM-14,TEMPO WORKLOAD,,,
5f45400afdc3f5003fee080b,2025-06-04,June 2025,2.0,TEM-14,TEMPO WORKLOAD,,,
5f45400afdc3f5003fee080b,2025-06-04,June 2025,4.0,TEM-14,TEMPO WORKLOAD,,,
5f4d8530d0884f00492507dd,2025-06-04,June 2025,1.5,TEM-26,TEMPO WORKLOAD,,,
6022a0ace7deee0069225fbd,2025-06-04,June 2025,0.25,TEM-13,TEMPO WORKLOAD,,,
6022a0ace7deee0069225fbd,2025-06-04,June 2025,0.5,TEM-13,TEMPO WORKLOAD,,,
6022a0ace7deee0069225fbd,2025-06-04,June 2025,0.75,TEM-13,TEMPO WORKLOAD,,,
6022a0ace7deee0069225fbd,2025-06-04,June 2025,1.0,TEM-28,TEMPO WORKLOAD,,,
605e40fd2f7d900070bce962,2025-06-04,June 2025,0.25,TEM-26,TEMPO WORKLOAD,,,
605e40fd2f7d900070bce962,2025-06-04,June 2025,1.75,TEM-26,TEMPO WORKLOAD,,,
607829da95f6fc006aab9e92,2025-06-04,June 2025,0.25,TEM-19,TEMPO WORKLOAD,,,
607829da95f6fc006aab9e92,2025-06-04,June 2025,7.75,TEM-19,TEMPO WORKLOAD,,,
613fb383e057c6006a1ccade,2025-06-04,June 2025,8.0,TEM-8,TEMPO WORKLOAD,,182630.0,361508.0
613fb43fe6c39d00721944a0,2025-06-04,June 2025,0.5,TEM-13,TEMPO WORKLOAD,,,
613fb43fe6c39d00721944a0,2025-06-04,June 2025,1.0,TEM-13,TEMPO WORKLOAD,,,
613fb43fe6c39d00721944a0,2025-06-04,June 2025,1.5,TEM-13,TEMPO WORKLOAD,,,
613fb43fe6c39d00721944a0,2025-06-04,June 2025,3.0,TEM-36,TEMPO WORKLOAD,,,
61ddc1dcf3037f0069656c13,2025-06-04,June 2025,0.5,TEM-18,TEMPO WORKLOAD,,,
61ddc1dcf3037f0069656c13,2025-06-04,June 2025,1.0,TEM-18,TEMPO WORKLOAD,,,
61ddc1dcf3037f0069656c13,2025-06-04,June 2025,2.0,TEM-24,TEMPO WORKLOAD,,,
61e572d77ae0dc006a8b4e9b,2025-06-04,June 2025,8.0,TEM-15,TEMPO WORKLOAD,,,
6299079acd636500697d4701,2025-06-04,June 2025,8.0,TEM-21,TEMPO WORKLOAD,,,
62e433730b4bf7ad924bcbe5,2025-06-04,June 2025,7.0,TEM-41,TEM,,184296.0,381055.0
62e433730b4bf7ad924bcbe5,2025-06-04,June 2025,8.0,TEM-2,TEMPO WORKLOAD,,182624.0,360158.0
62fbd97aeec8d4a478d41a3b,2025-06-04,June 2025,1.0,TEM-18,TEMPO WORKLOAD,,,
62fbd97aeec8d4a478d41a3b,2025-06-04,June 2025,7.0,TEM-18,TEMPO WORKLOAD,,,
62fbddc8bb0704a2a808bd57,2025-06-04,June 2025,8.0,TEM-5,TEMPO WORKLOAD,,182627.0,358868.0
6310a8954fbe9c4bd0edf82a,2025-06-04,June 2025,0.25,TEM-19,TEMPO WORKLOAD,,,
6310a8954fbe9c4bd0edf82a,2025-06-04,June 2025,0.5,TEM-19,TEMPO WORKLOAD,,,
6310a8954fbe9c4bd0edf82a,2025-06-04,June 2025,3.0,TEM-23,TEMPO WORKLOAD,,,
6310a8954fbe9c4bd0edf82a,2025-06-04,June 2025,4.25,TEM-19,TEMPO WORKLOAD,,,
6310a896316bbc56c4249184,2025-06-04,June 2025,0.25,TEM-10,TEMPO WORKLOAD,,,
6310a896316bbc56c4249184,2025-06-04,June 2025,0.5,TEM-13,TEMPO WORKLOAD,,,
6310a896316bbc56c4249184,2025-06-04,June 2025,1.0,TEM-13,TEMPO WORKLOAD,,,
6310a896316bbc56c4249184,2025-06-04,June 2025,2.0,TEM-13,TEMPO WORKLOAD,,,
6310a896316bbc56c4249184,2025-06-04,June 2025,2.5,TEM-13,TEMPO WORKLOAD,,,
6310a8963e578bb3b5feb9f3,2025-06-04,June 2025,0.5,TEM-13,TEMPO WORKLOAD,,,
6310a8963e578bb3b5feb9f3,2025-06-04,June 2025,1.0,TEM-13,TEMPO WORKLOAD,,,
6310a8963e578bb3b5feb9f3,2025-06-04,June 2025,6.0,TEM-13,TEMPO WORKLOAD,,,
6310a8976856bdd60a9eddae,2025-06-04,June 2025,0.75,TEM-14,TEMPO WORKLOAD,,,
6310a8976856bdd60a9eddae,2025-06-04,June 2025,2.0,TEM-14,TEMPO WORKLOAD,,,
6310a8976856bdd60a9eddae,2025-06-04,June 2025,5.25,TEM-14,TEMPO WORKLOAD,,,
6310a898316bbc56c4249187,2025-06-04,June 2025,4.0,TEM-21,TEMPO WORKLOAD,,,
6324d3f3ce3e476e42ae2595,2025-06-04,June 2025,0.5,TEM-18,TEMPO WORKLOAD,,,
6324d3f3ce3e476e42ae2595,2025-06-04,June 2025,1.0,TEM-18,TEMPO WORKLOAD,,,
6324d3f3ce3e476e42ae2595,2025-06-04,June 2025,3.0,TEM-18,TEMPO WORKLOAD,,,
6324d3f3ce3e476e42ae2595,2025-06-04,June 2025,4.0,TEM-18,TEMPO WORKLOAD,,,
6356e77976b91b62562d4fea,2025-06-04,June 2025,6.0,TEM-26,TEMPO WORKLOAD,,,
